ProductionBudget,WorldwideGross
50000000.0,119114494.0
50000000.0,135569212.0
50000000.0,92690959.0
50000000.0,125168734.0
50000000.0,97651543.0
50000000.0,50068310.0
50000000.0,82751189.0
50000000.0,80369970.0
50000000.0,48169156.0
50000000.0,150429371.0
50000000.0,76073556.0
50000000.0,94704227.0
50000000.0,91419352.0
50000000.0,50054511.0
50000000.0,49105766.0
50000000.0,109420811.0
50000000.0,86234503.0
50000000.0,119180938.0
50000000.0,41476097.0
50000000.0,62967368.0
50000000.0,55489826.0
50000000.0,263894551.0
50000000.0,39778599.0
50000000.0,69425966.0
50000000.0,38590458.0
50000000.0,62209892.0
50000000.0,49842431.0
50000000.0,59596747.0
50000000.0,46112640.0
50000000.0,34645374.0
50000000.0,89895930.0
50000000.0,113309743.0
50000000.0,108660270.0
50000000.0,56643267.0
50000000.0,83306268.0
50000000.0,36976336.0
50000000.0,55348693.0
50000000.0,52987754.0
50000000.0,80583311.0
50000000.0,27100030.0
50000000.0,64477051.0
50000000.0,42598498.0
50000000.0,71561644.0
50000000.0,26199517.0
50000000.0,53850527.0
50000000.0,25426861.0
50000000.0,40119848.0
50000000.0,56890649.0
50000000.0,34806726.0
50000000.0,31333917.0
50000000.0,53956480.0
50000000.0,26121638.0
50000000.0,35380918.0
50000000.0,41642166.0
50000000.0,23237252.0
50000000.0,42002029.0
50000000.0,22099706.0
50000000.0,28920188.0
50000000.0,60282876.0
50000000.0,41982227.0
50000000.0,56077088.0
50000000.0,16581575.0
50000000.0,14271297.0
50000000.0,26097497.0
50000000.0,41042583.0
50000000.0,10561038.0
50000000.0,10359006.0
50000000.0,23574057.0
50000000.0,9812870.0
50000000.0,12660287.0
50000000.0,8374062.0
50000000.0,45285890.0
50000000.0,37472651.0
50000000.0,6626115.0
50000000.0,6291602.0
50000000.0,727714822.0
50000000.0,9693851.0
50000000.0,5983043.0
50000000.0,8004221.0
50000000.0,1250617.0
50000000.0,26387039.0
50000000.0,15505922.0
49000000.0,117419117.0
49000000.0,72689126.0
49000000.0,105002056.0
49000000.0,20423389.0
49000000.0,71004627.0
48000000.0,474171806.0
48000000.0,248218486.0
48000000.0,208300000.0
48000000.0,196308367.0
48000000.0,327656424.0
48000000.0,122266018.0
48000000.0,124304264.0
48000000.0,119736188.0
48000000.0,151463090.0
48000000.0,107752036.0
48000000.0,112610386.0
48000000.0,86607223.0
48000000.0,71171825.0
48000000.0,64978140.0
48000000.0,70937778.0
48000000.0,90376224.0
48000000.0,77562568.0
48000000.0,25928721.0
48000000.0,73180003.0
47500000.0,113244290.0
47500000.0,22152137.0
47000000.0,162738726.0
47000000.0,203127894.0
47000000.0,102825796.0
47000000.0,46293855.0
47000000.0,116773317.0
47000000.0,29781453.0
47000000.0,37923818.0
47000000.0,14970038.0
47000000.0,11022696.0
47000000.0,12900000.0
46500000.0,23726626.0
46500000.0,22254.0
46000000.0,298923419.0
46000000.0,160648493.0
46000000.0,150000000.0
46000000.0,113622499.0
46000000.0,113402302.0
46000000.0,100833145.0
46000000.0,4408636.0
45500000.0,36180824.0
45000000.0,302710615.0
45000000.0,363095319.0
45000000.0,377807404.0
45000000.0,358500000.0
45000000.0,155200000.0
45000000.0,213420951.0
45000000.0,185736412.0
45000000.0,243180937.0
45000000.0,187995859.0
45000000.0,122071435.0
45000000.0,174807445.0
45000000.0,117615211.0
45000000.0,160971922.0
45000000.0,178100000.0
45000000.0,155931301.0
45000000.0,104505362.0
45000000.0,174278214.0
45000000.0,90523726.0
45000000.0,141189101.0
45000000.0,131237688.0
45000000.0,76665507.0
45000000.0,135808837.0
45000000.0,66790248.0
45000000.0,136998907.0
45000000.0,113417762.0
45000000.0,68406338.0
45000000.0,113916474.0
45000000.0,246821053.0
45000000.0,58617334.0
45000000.0,170362581.0
45000000.0,115097874.0
45000000.0,75854588.0
45000000.0,72359917.0
45000000.0,55842724.0
45000000.0,102746214.0
45000000.0,149871103.0
45000000.0,48563556.0
45000000.0,82513490.0
45000000.0,94215000.0
45000000.0,127990741.0
45000000.0,57697426.0
45000000.0,43343247.0
45000000.0,65595141.0
45000000.0,35627222.0
45000000.0,61453420.0
45000000.0,71856239.0
45000000.0,49610898.0
45000000.0,161735791.0
45000000.0,27449336.0
45000000.0,59551283.0
45000000.0,29367143.0
45000000.0,79604820.0
45000000.0,70216497.0
45000000.0,43100570.0
45000000.0,112006296.0
45000000.0,36404841.0
45000000.0,28363146.0
45000000.0,20133326.0
45000000.0,29406132.0
45000000.0,32952995.0
45000000.0,17220599.0
45000000.0,17492014.0
45000000.0,65532491.0
45000000.0,18120267.0
45000000.0,46598133.0
45000000.0,34668249.0
45000000.0,41467606.0
45000000.0,21544732.0
45000000.0,11203026.0
45000000.0,13086137.0
45000000.0,37321081.0
45000000.0,164640401.0
45000000.0,9676497.0
45000000.0,8488871.0
45000000.0,76904429.0
45000000.0,31077418.0
45000000.0,31681811.0
45000000.0,2154540.0
44500000.0,227140757.0
44000000.0,353715317.0
44000000.0,300400000.0
44000000.0,165600852.0
44000000.0,48478084.0
44000000.0,22730924.0
44000000.0,12342632.0
44000000.0,3484523.0
43000000.0,229727774.0
43000000.0,80013623.0
43000000.0,62063972.0
43000000.0,49037621.0
43000000.0,63078756.0
43000000.0,34983342.0
43000000.0,46414530.0
42500000.0,76347393.0
42000000.0,270340892.0
42000000.0,202812429.0
42000000.0,363718196.0
42000000.0,218786590.0
42000000.0,227793915.0
42000000.0,173044410.0
42000000.0,131052444.0
42000000.0,138708527.0
42000000.0,71000000.0
42000000.0,57852177.0
42000000.0,73239258.0
42000000.0,63781100.0
42000000.0,41267469.0
42000000.0,91678442.0
42000000.0,56438555.0
42000000.0,156167015.0
42000000.0,41926605.0
42000000.0,36197221.0
42000000.0,56331864.0
42000000.0,60437727.0
42000000.0,20844907.0
42000000.0,66787173.0
42000000.0,49621440.0
42000000.0,8514325.0
42000000.0,4408420.0
42000000.0,18821576.0
41000000.0,245768384.0
41000000.0,192137020.0
41000000.0,100622586.0
41000000.0,22108977.0
41000000.0,7684524.0
40000000.0,672806292.0
40000000.0,283218368.0
40000000.0,351774938.0
40000000.0,325674995.0
40000000.0,570794950.0
40000000.0,312722695.0
40000000.0,314709717.0
40000000.0,257858943.0
40000000.0,190212113.0
40000000.0,457507776.0
40000000.0,149804632.0
40000000.0,331971881.0
40000000.0,177835231.0
40000000.0,167851995.0
40000000.0,152266007.0
40000000.0,132440066.0
40000000.0,310399793.0
40000000.0,224922135.0
40000000.0,131516178.0
40000000.0,181053657.0
40000000.0,171317271.0
40000000.0,124827316.0
40000000.0,178710620.0
40000000.0,111711453.0
40000000.0,161838076.0
40000000.0,244087268.0
40000000.0,152962083.0
40000000.0,156553592.0
40000000.0,195111193.0
40000000.0,215862692.0
40000000.0,120455994.0
40000000.0,128792135.0
40000000.0,197115710.0
40000000.0,75505856.0
40000000.0,124823094.0
40000000.0,158527918.0
40000000.0,162498338.0
40000000.0,150886329.0
40000000.0,92302502.0
40000000.0,70836296.0
40000000.0,205400000.0
40000000.0,137047376.0
40000000.0,133365452.0
40000000.0,131457147.0
40000000.0,169023926.0
40000000.0,145238250.0
40000000.0,187384627.0
40000000.0,139474906.0
40000000.0,136123083.0
40000000.0,92994927.0
40000000.0,141484812.0
40000000.0,58855732.0
40000000.0,87145086.0
40000000.0,118097882.0
40000000.0,58501127.0
40000000.0,74156610.0
40000000.0,71743823.0
40000000.0,87949859.0
40000000.0,105945357.0
40000000.0,75389090.0
40000000.0,104407366.0
40000000.0,114830111.0
40000000.0,127234389.0
40000000.0,55249159.0
40000000.0,191200000.0
40000000.0,121032272.0
40000000.0,146196885.0
40000000.0,49851591.0
40000000.0,92110539.0
40000000.0,92256918.0
40000000.0,65282732.0
40000000.0,106548738.0
40000000.0,45916769.0
40000000.0,44948240.0
40000000.0,58250151.0
40000000.0,86778557.0
40000000.0,155011165.0
40000000.0,75984700.0
40000000.0,50071069.0
40000000.0,128884494.0
40000000.0,103429755.0
40000000.0,126069509.0
40000000.0,95989590.0
40000000.0,38087756.0
40000000.0,90717684.0
40000000.0,101162106.0
40000000.0,41294674.0
40000000.0,72295262.0
40000000.0,96398826.0
40000000.0,118509836.0
40000000.0,51867723.0
40000000.0,34420595.0
40000000.0,53864342.0
40000000.0,77303614.0
40000000.0,55696705.0
40000000.0,47787943.0
40000000.0,49686263.0
40000000.0,52837989.0
40000000.0,55247881.0
40000000.0,31835600.0
40000000.0,112930957.0
40000000.0,59795070.0
40000000.0,46666955.0
40000000.0,53624424.0
40000000.0,40390931.0
40000000.0,69817991.0
40000000.0,40435694.0
40000000.0,31670620.0
40000000.0,28544120.0
40000000.0,57438389.0
40000000.0,27682712.0
40000000.0,27053815.0
40000000.0,314101190.0
40000000.0,78269970.0
40000000.0,31192425.0
40000000.0,65754228.0
40000000.0,62226214.0
40000000.0,91126600.0
40000000.0,24172899.0
40000000.0,38172500.0
40000000.0,22505932.0
40000000.0,22365133.0
40000000.0,125729635.0
40000000.0,46176322.0
40000000.0,47001091.0
40000000.0,27506412.0
40000000.0,37750754.0
40000000.0,20278055.0
40000000.0,25268680.0
40000000.0,169590606.0
40000000.0,20790486.0
40000000.0,26033563.0
40000000.0,60862471.0
40000000.0,29312121.0
40000000.0,19417182.0
40000000.0,14942422.0
40000000.0,28804426.0
40000000.0,14448589.0
40000000.0,14375181.0
40000000.0,14358033.0
40000000.0,19756077.0
40000000.0,39753957.0
40000000.0,21156715.0
40000000.0,13508635.0
40000000.0,35195939.0
40000000.0,13289290.0
40000000.0,12345883.0
40000000.0,24478613.0
40000000.0,10717421.0
40000000.0,17033431.0
40000000.0,10070651.0
40000000.0,16340767.0
40000000.0,7000000.0
40000000.0,26736665.0
40000000.0,33222314.0
40000000.0,7974607.0
40000000.0,31124367.0
40000000.0,9430149.0
40000000.0,12624471.0
40000000.0,16172200.0
40000000.0,86808205.0
40000000.0,32030610.0
40000000.0,14938149.0
40000000.0,30230402.0
40000000.0,6341825.0
40000000.0,915840.0
40000000.0,7729552.0
40000000.0,20722450.0
40000000.0,119627047.0
40000000.0,463730.0
40000000.0,79123.0
39000000.0,102332135.0
39000000.0,80200000.0
39000000.0,69538833.0
39000000.0,81150788.0
39000000.0,37956589.0
39000000.0,40319440.0
39000000.0,26796824.0
39000000.0,6429865.0
38600000.0,57987299.0
38000000.0,206458372.0
38000000.0,182365114.0
38000000.0,205298907.0
38000000.0,119721296.0
38000000.0,120000000.0
38000000.0,126422949.0
38000000.0,107650646.0
38000000.0,61894591.0
38000000.0,117425156.0
38000000.0,116809717.0
38000000.0,105887837.0
38000000.0,73956241.0
38000000.0,94763758.0
38000000.0,57753825.0
38000000.0,50970660.0
38000000.0,111336398.0
38000000.0,49678401.0
38000000.0,98230839.0
38000000.0,29544532.0
38000000.0,24515990.0
38000000.0,39178189.0
38000000.0,39879047.0
38000000.0,58394308.0
38000000.0,24555177.0
38000000.0,17378193.0
38000000.0,27573078.0
38000000.0,19317765.0
38000000.0,12668325.0
38000000.0,15779653.0
38000000.0,10229300.0
38000000.0,17831558.0
38000000.0,6504442.0
38000000.0,14636067.0
38000000.0,623374.0
37500000.0,125818440.0
37500000.0,88473016.0
37500000.0,50879131.0
37500000.0,9813309.0
37000000.0,402280159.0
37000000.0,267816276.0
37000000.0,173567581.0
37000000.0,152566881.0
37000000.0,96068724.0
37000000.0,117378084.0
37000000.0,168167798.0
37000000.0,97658712.0
37000000.0,53143144.0
37000000.0,101857425.0
37000000.0,100003780.0
37000000.0,55909910.0
37000000.0,97143987.0
37000000.0,67029956.0
37000000.0,48446802.0
37000000.0,25387091.0
36000000.0,431870523.0
36000000.0,193737977.0
36000000.0,102226631.0
36000000.0,117448157.0
36000000.0,160000000.0
36000000.0,65967750.0
36000000.0,50159144.0
36000000.0,57824533.0
36000000.0,85309093.0
36000000.0,43797731.0
36000000.0,23360779.0
36000000.0,14378353.0
36000000.0,13052741.0
36000000.0,12532777.0
36000000.0,2954405.0
36000000.0,157300954.0
36000000.0,4020990.0
35200000.0,38283765.0
35000000.0,701083042.0
35000000.0,465487583.0
35000000.0,305705794.0
35000000.0,411348924.0
35000000.0,312383487.0
35000000.0,252276928.0
35000000.0,319700000.0
35000000.0,245300000.0
35000000.0,175361578.0
35000000.0,326073155.0
35000000.0,212417601.0
35000000.0,197692062.0
35000000.0,141123897.0
35000000.0,114962525.0
35000000.0,139000000.0
35000000.0,159846429.0
35000000.0,218535708.0
35000000.0,182291969.0
35000000.0,231710008.0
35000000.0,122357172.0
35000000.0,102115888.0
35000000.0,90221182.0
35000000.0,126204977.0
35000000.0,83109359.0
35000000.0,83226569.0
35000000.0,117729621.0
35000000.0,85911226.0
35000000.0,113354449.0
35000000.0,65063726.0
35000000.0,60376247.0
35000000.0,56968169.0
35000000.0,146595891.0
35000000.0,108757621.0
35000000.0,96096018.0
35000000.0,53293628.0
35000000.0,76346094.0
35000000.0,95104304.0
35000000.0,48169910.0
35000000.0,95713069.0
35000000.0,93291478.0
35000000.0,71118378.0
35000000.0,89102315.0
35000000.0,58405313.0
35000000.0,70187088.0
35000000.0,65303052.0
35000000.0,87775050.0
35000000.0,103787401.0
35000000.0,77392139.0
35000000.0,65084116.0
35000000.0,46309644.0
35000000.0,165103952.0
35000000.0,75281179.0
35000000.0,84606030.0
35000000.0,53425292.0
35000000.0,66295121.0
35000000.0,45671512.0
35000000.0,50363790.0
35000000.0,145374099.0
35000000.0,116148537.0
35000000.0,99423000.0
35000000.0,33422806.0
35000000.0,33500620.0
35000000.0,111854182.0
35000000.0,70064800.0
35000000.0,68712365.0
35000000.0,57897191.0
35000000.0,77220596.0
35000000.0,81209222.0
35000000.0,30307804.0
35000000.0,97799865.0
35000000.0,52649951.0
35000000.0,54768418.0
35000000.0,86648359.0
35000000.0,27181462.0
35000000.0,73026302.0
35000000.0,26613620.0
35000000.0,35426759.0
35000000.0,37066129.0
35000000.0,25078937.0
35000000.0,207298383.0
35000000.0,28906817.0
35000000.0,28391473.0
35000000.0,25350747.0
35000000.0,24200318.0
35000000.0,82182803.0
35000000.0,47896721.0
35000000.0,68170792.0
35000000.0,31393201.0
35000000.0,37114977.0
35000000.0,64188387.0
35000000.0,33422485.0
35000000.0,25114901.0
35000000.0,20606053.0
35000000.0,29882645.0
35000000.0,39340177.0
35000000.0,48543388.0
35000000.0,41666476.0
35000000.0,15471969.0
35000000.0,33771965.0
35000000.0,63211088.0
35000000.0,14471440.0
35000000.0,61721826.0
35000000.0,13601109.0
35000000.0,27805632.0
35000000.0,12506188.0
35000000.0,24405825.0
35000000.0,31878891.0
35000000.0,18376443.0
35000000.0,10319915.0
35000000.0,12254746.0
35000000.0,13214051.0
35000000.0,61492104.0
35000000.0,15461638.0
35000000.0,29890402.0
35000000.0,10157534.0
35000000.0,11559747.0
35000000.0,42064105.0
35000000.0,28720470.0
35000000.0,43164679.0
35000000.0,16830252.0
35000000.0,6448817.0
35000000.0,32717063.0
35000000.0,24687524.0
35000000.0,4651977.0
35000000.0,4496583.0
35000000.0,11846010.0
35000000.0,2221994.0
35000000.0,2000000.0
35000000.0,1500000.0
35000000.0,1320043.0
35000000.0,630779.0
35000000.0,17967746.0
35000000.0,786532.0
34800000.0,62831715.0
34000000.0,228104185.0
34000000.0,348319861.0
34000000.0,63802928.0
34000000.0,32014993.0
34000000.0,205162666.0
34000000.0,38361428.0
34000000.0,11263966.0
34000000.0,10672566.0
34000000.0,14291999.0
34000000.0,62582520.0
33500000.0,50000000.0
33000000.0,236500000.0
33000000.0,173559438.0
33000000.0,79958599.0
33000000.0,75898100.0
33000000.0,165552290.0
33000000.0,62020814.0
33000000.0,54533774.0
33000000.0,47267829.0
33000000.0,42663460.0
33000000.0,37021955.0
33000000.0,41495213.0
33000000.0,21621188.0
33000000.0,8408835.0
33000000.0,27610873.0
33000000.0,357687.0
33000000.0,70958.0
32500000.0,475106177.0
32500000.0,289632023.0
32500000.0,112964875.0
32500000.0,48425971.0
32500000.0,24159934.0
32000000.0,222339732.0
32000000.0,152036382.0
32000000.0,126539117.0
32000000.0,116898028.0
32000000.0,99296462.0
32000000.0,59450796.0
32000000.0,70587268.0
32000000.0,140428499.0
32000000.0,89441732.0
32000000.0,82339483.0
32000000.0,91444095.0
32000000.0,88978458.0
32000000.0,82332450.0
32000000.0,36299670.0
32000000.0,77593167.0
32000000.0,94875000.0
32000000.0,39498360.0
32000000.0,61404394.0
32000000.0,61477797.0
32000000.0,27392609.0
32000000.0,18552460.0
32000000.0,29939591.0
32000000.0,31178942.0
32000000.0,43603990.0
32000000.0,16640210.0
32000000.0,18195238.0
32000000.0,79915361.0
32000000.0,4357406.0
32000000.0,3588602.0
32000000.0,2899970.0
32000000.0,6678033.0
31500000.0,85915469.0
31500000.0,38771262.0
31000000.0,97470701.0
31000000.0,160558438.0
31000000.0,106282604.0
31000000.0,210300000.0
31000000.0,163503514.0
31000000.0,102306500.0
31000000.0,53208180.0
31000000.0,48791187.0
31000000.0,68079671.0
31000000.0,30885781.0
31000000.0,15826984.0
31000000.0,7220490.0
30250000.0,115021008.0
30000000.0,295212467.0
30000000.0,365270951.0
30000000.0,238099711.0
30000000.0,306770545.0
30000000.0,228641283.0
30000000.0,286500000.0
30000000.0,197618160.0
30000000.0,283200000.0
30000000.0,200500000.0
30000000.0,177025498.0
30000000.0,136771683.0
30000000.0,212453431.0
30000000.0,167791704.0
30000000.0,191502246.0
30000000.0,212400000.0
30000000.0,165334774.0
30000000.0,176885658.0
30000000.0,181489203.0
30000000.0,231928227.0
30000000.0,328125643.0
30000000.0,156822020.0
30000000.0,106030660.0
30000000.0,163644662.0
30000000.0,142051255.0
30000000.0,115937163.0
30000000.0,169173206.0
30000000.0,160247805.0
30000000.0,103284813.0
30000000.0,183428327.0
30000000.0,74787599.0
30000000.0,92494381.0
30000000.0,160502573.0
30000000.0,170466405.0
30000000.0,114834312.0
30000000.0,107054484.0
30000000.0,122529966.0
30000000.0,71172251.0
30000000.0,246100000.0
30000000.0,133085295.0
30000000.0,105173042.0
30000000.0,61950770.0
30000000.0,95857262.0
30000000.0,64170447.0
30000000.0,81529000.0
30000000.0,115150424.0
30000000.0,65121280.0
30000000.0,162279328.0
30000000.0,150832086.0
30000000.0,197593152.0
30000000.0,155769678.0
30000000.0,114770654.0
30000000.0,65859911.0
30000000.0,82148538.0
30000000.0,83282296.0
30000000.0,52880016.0
30000000.0,94156456.0
30000000.0,70200000.0
30000000.0,98345423.0
30000000.0,62432423.0
30000000.0,51041856.0
30000000.0,129779728.0
30000000.0,152627960.0
30000000.0,140081992.0
30000000.0,89809433.0
30000000.0,84393749.0
30000000.0,133892212.0
30000000.0,45015999.0
30000000.0,80147166.0
30000000.0,54052249.0
30000000.0,133946923.0
30000000.0,76010510.0
30000000.0,42799060.0
30000000.0,68984536.0
30000000.0,165889117.0
30000000.0,91388487.0
30000000.0,70689968.0
30000000.0,47902566.0
30000000.0,53572822.0
30000000.0,65343694.0
30000000.0,51618420.0
30000000.0,80276156.0
30000000.0,38747385.0
30000000.0,41457834.0
30000000.0,81613606.0
30000000.0,84646831.0
30000000.0,38122000.0
30000000.0,80588942.0
30000000.0,56096200.0
30000000.0,51327406.0
30000000.0,61449135.0
30000000.0,82409520.0
30000000.0,123432533.0
30000000.0,65390493.0
30000000.0,48575965.0
30000000.0,102716321.0
30000000.0,46438538.0
30000000.0,38462071.0
30000000.0,66742138.0
30000000.0,48559999.0
30000000.0,87956618.0
30000000.0,33339868.0
30000000.0,53296424.0
30000000.0,61623819.0
30000000.0,30089110.0
30000000.0,50145607.0
30000000.0,29203383.0
30000000.0,28986358.0
30000000.0,25947983.0
30000000.0,23998226.0
30000000.0,26708196.0
30000000.0,108957098.0
30000000.0,60772856.0
30000000.0,96890794.0
30000000.0,21827296.0
30000000.0,21360215.0
30000000.0,67255916.0
30000000.0,21709539.0
30000000.0,33296659.0
30000000.0,21758371.0
30000000.0,36040895.0
30000000.0,60512680.0
30000000.0,19035741.0
30000000.0,263502914.0
30000000.0,30962112.0
30000000.0,23676771.0
30000000.0,40520649.0
30000000.0,42531076.0
30000000.0,35579007.0
30000000.0,36722311.0
30000000.0,19892205.0
30000000.0,28542494.0
30000000.0,32955399.0
30000000.0,26323969.0
30000000.0,16295774.0
30000000.0,32262866.0
30000000.0,29741396.0
30000000.0,27147991.0
30000000.0,16873925.0
30000000.0,15358583.0
30000000.0,21577076.0
30000000.0,26184400.0
30000000.0,12885574.0
30000000.0,48330757.0
30000000.0,12017369.0
30000000.0,11578022.0
30000000.0,44348292.0
30000000.0,17865209.0
30000000.0,19599974.0
30000000.0,23353111.0
30000000.0,58228460.0
30000000.0,10419084.0
30000000.0,17121823.0
30000000.0,18535575.0
30000000.0,16481405.0
30000000.0,32825218.0
30000000.0,64352607.0
30000000.0,8845575.0
30000000.0,7005468.0
30000000.0,12868552.0
30000000.0,10383524.0
30000000.0,5575648.0
30000000.0,159378778.0
30000000.0,8786287.0
30000000.0,4967493.0
30000000.0,9037427.0
30000000.0,15313631.0
30000000.0,18765585.0
30000000.0,6460758.0
30000000.0,3252550.0
30000000.0,35891257.0
30000000.0,1309971.0
30000000.0,35869934.0
30000000.0,3721988.0
30000000.0,648599.0
30000000.0,7755686.0
30000000.0,52339566.0
30000000.0,8593154.0
30000000.0,4874498.0
30000000.0,4315789.0
30000000.0,168832.0
29200000.0,5466698.0
29000000.0,287215196.0
29000000.0,187707495.0
29000000.0,103113446.0
29000000.0,78652207.0
29000000.0,168841459.0
29000000.0,97413527.0
29000000.0,51636504.0
29000000.0,45336404.0
29000000.0,49046121.0
29000000.0,56000339.0
29000000.0,54045832.0
29000000.0,26567902.0
29000000.0,28452945.0
29000000.0,24716190.0
29000000.0,20146150.0
29000000.0,33013805.0
29000000.0,10066366.0
29000000.0,25899797.0
29000000.0,3797972.0
28700000.0,4559569.0
28500000.0,15452978.0
28000000.0,504050219.0
28000000.0,333080271.0
28000000.0,202182981.0
28000000.0,140886353.0
28000000.0,140894685.0
28000000.0,139434346.0
28000000.0,258210860.0
28000000.0,105159085.0
28000000.0,127710550.0
28000000.0,94050951.0
28000000.0,133162752.0
28000000.0,95607360.0
28000000.0,94500826.0
28000000.0,101379287.0
28000000.0,64474705.0
28000000.0,112914167.0
28000000.0,94728529.0
28000000.0,103452875.0
28000000.0,195300000.0
28000000.0,77024944.0
28000000.0,71430876.0
28000000.0,82119036.0
28000000.0,77477297.0
28000000.0,97531134.0
28000000.0,60780981.0
28000000.0,102053581.0
28000000.0,44700159.0
28000000.0,91943956.0
28000000.0,126549607.0
28000000.0,41146935.0
28000000.0,33000377.0
28000000.0,39536029.0
28000000.0,31390587.0
28000000.0,38959900.0
28000000.0,63129909.0
28000000.0,55307857.0
28000000.0,62108587.0
28000000.0,46752858.0
28000000.0,73421224.0
28000000.0,38159905.0
28000000.0,31320293.0
28000000.0,30295028.0
28000000.0,39134983.0
28000000.0,16638300.0
28000000.0,8891623.0
28000000.0,8434601.0
28000000.0,8165213.0
28000000.0,8594558.0
28000000.0,5686694.0
28000000.0,12031443.0
27500000.0,219265952.0
27500000.0,187500000.0
27500000.0,96673002.0
27500000.0,43607627.0
27500000.0,31157914.0
27500000.0,27187896.0
27500000.0,50578411.0
27500000.0,26939925.0
27500000.0,15815509.0
27000000.0,155564919.0
27000000.0,96900000.0
27000000.0,228517113.0
27000000.0,73826768.0
27000000.0,60527873.0
27000000.0,57245093.0
27000000.0,44342956.0
27000000.0,44270131.0
27000000.0,93466095.0
27000000.0,130759651.0
27000000.0,80681183.0
27000000.0,31770413.0
27000000.0,55495466.0
27000000.0,21500213.0
27000000.0,21427947.0
27000000.0,27257061.0
27000000.0,45160110.0
27000000.0,28773827.0
27000000.0,13174426.0
27000000.0,10618813.0
27000000.0,10341093.0
27000000.0,8723600.0
27000000.0,9352089.0
27000000.0,5204007.0
27000000.0,4485485.0
27000000.0,16566235.0
27000000.0,2412123.0
27000000.0,1545064.0
27000000.0,325943.0
26700000.0,3871448.0
26000000.0,185904750.0
26000000.0,160822438.0
26000000.0,176276839.0
26000000.0,279500000.0
26000000.0,202000000.0
26000000.0,102404019.0
26000000.0,201324422.0
26000000.0,65705772.0
26000000.0,61308153.0
26000000.0,68613992.0
26000000.0,96666486.0
26000000.0,146850273.0
26000000.0,50800000.0
26000000.0,81275291.0
26000000.0,90396664.0
26000000.0,75763814.0
26000000.0,63463195.0
26000000.0,67647574.0
26000000.0,54393687.0
26000000.0,38788828.0
26000000.0,33200000.0
26000000.0,45043870.0
26000000.0,41059418.0
26000000.0,28703083.0
26000000.0,23345113.0
26000000.0,16521410.0
26000000.0,30601801.0
26000000.0,14494770.0
26000000.0,13738574.0
26000000.0,33667319.0
26000000.0,18477736.0
26000000.0,18496522.0
26000000.0,6446607.0
26000000.0,6154172.0
26000000.0,1083350.0
26000000.0,2923959.0
26000000.0,5000.0
25530000.0,30593313.0
25500000.0,86301599.0
25100000.0,28575778.0
25000000.0,622313635.0
25000000.0,441286003.0
25000000.0,412800000.0
25000000.0,213120004.0
25000000.0,231771716.0
25000000.0,274543085.0
25000000.0,226941585.0
25000000.0,153733800.0
25000000.0,410945720.0
25000000.0,322197132.0
25000000.0,125339088.0
25000000.0,180856996.0
25000000.0,89476265.0
25000000.0,166842739.0
25000000.0,114576403.0
25000000.0,137984788.0
25000000.0,102992536.0
25000000.0,171302226.0
25000000.0,142033509.0
25000000.0,78656813.0
25000000.0,120832383.0
25000000.0,76271995.0
25000000.0,164035753.0
25000000.0,277902373.0
25000000.0,152500343.0
25000000.0,149228078.0
25000000.0,98406855.0
25000000.0,203055427.0
25000000.0,96633833.0
25000000.0,56505065.0
25000000.0,91036760.0
25000000.0,119295584.0
25000000.0,112798051.0
25000000.0,54160818.0
25000000.0,52543354.0
25000000.0,115036108.0
25000000.0,81249176.0
25000000.0,123696741.0
25000000.0,49042224.0
25000000.0,71390601.0
25000000.0,58240458.0
25000000.0,128745578.0
25000000.0,47092936.0
25000000.0,66540205.0
25000000.0,44942821.0
25000000.0,64594061.0
25000000.0,44005073.0
25000000.0,52568099.0
25000000.0,55598481.0
25000000.0,97030468.0
25000000.0,41076865.0
25000000.0,77208711.0
25000000.0,60694737.0
25000000.0,55443032.0
25000000.0,41560117.0
25000000.0,40796145.0
25000000.0,50738810.0
25000000.0,36833473.0
25000000.0,39217912.0
25000000.0,38351350.0
25000000.0,50401502.0
25000000.0,37216643.0
25000000.0,119923801.0
25000000.0,51800758.0
25000000.0,59183821.0
25000000.0,56434942.0
25000000.0,55279608.0
25000000.0,38718031.0
25000000.0,234981342.0
25000000.0,52367022.0
25000000.0,50692188.0
25000000.0,40286416.0
25000000.0,64605762.0
25000000.0,70326393.0
25000000.0,38749404.0
25000000.0,82150642.0
25000000.0,29548291.0
25000000.0,56042592.0
25000000.0,29847480.0
25000000.0,28419106.0
25000000.0,82917283.0
25000000.0,32224624.0
25000000.0,39393111.0
25000000.0,32223424.0
25000000.0,25732334.0
25000000.0,39126427.0
25000000.0,29863840.0
25000000.0,32831707.0
25000000.0,40686409.0
25000000.0,22032635.0
25000000.0,41921590.0
25000000.0,22411948.0
25000000.0,38993548.0
25000000.0,101850986.0
25000000.0,18877153.0
25000000.0,23190292.0
25000000.0,24591031.0
25000000.0,20718223.0
25000000.0,21038441.0
25000000.0,22910563.0
25000000.0,30850666.0
25000000.0,71009334.0
25000000.0,21970831.0
25000000.0,47020146.0
25000000.0,16118077.0
25000000.0,19233280.0
25000000.0,23506237.0
25000000.0,36682170.0
25000000.0,15468266.0
25000000.0,34356760.0
25000000.0,24355762.0
25000000.0,16727470.0
25000000.0,31635150.0
25000000.0,43530281.0
25000000.0,51702929.0
25000000.0,13973532.0
25000000.0,14371564.0
25000000.0,24215385.0
